r          d               f
16.6478    0.00264226   -3.94232290 
16.6478    0.00264226   -3.94232290 
16.6522    0.00066918   -3.94353628 
16.6522    0.00066918   -3.94353628 
16.6569    0.00235621   -3.94317503 
16.6569    0.00235621   -3.94317503 
16.6770    0.00050840   -3.94558767 
16.6770    0.00050840   -3.94558767 
16.7253    0.00290151   -3.94840710 
16.7253    0.00290151   -3.94840710 
16.7260    0.00387224   -3.94803829 
16.7260    0.00387224   -3.94803829 
16.7288    0.00360864   -3.94838157 
16.7288    0.00360864   -3.94838157 
16.7524    0.00205887   -3.95093695 
16.7524    0.00205887   -3.95093695 
16.8028    0.00395075   -3.95412515 
16.8028    0.00395075   -3.95412515 
16.8259    0.00234232   -3.95666480 
16.8259    0.00234232   -3.95666480 
16.8564    0.00403920   -3.95834765 
16.8564    0.00403920   -3.95834765 
16.8649    0.00327093   -3.95935824 
16.8649    0.00327093   -3.95935824 
16.8882    0.00311979   -3.96126731 
16.8882    0.00311979   -3.96126731 
16.9329    0.00176600   -3.96539800 
16.9329    0.00176600   -3.96539800 
16.9442    0.00093754   -3.96665217 
16.9442    0.00093754   -3.96665217 
17.1033    0.00417916   -3.97776981 
17.1033    0.00417916   -3.97776981 
17.1171    0.00409997   -3.97889147 
17.1171    0.00409997   -3.97889147 
17.1311    0.00288962   -3.98051516 
17.1311    0.00288962   -3.98051516 
17.1340    0.00328811   -3.98057111 
17.1340    0.00328811   -3.98057111 
17.1579    0.00423461   -3.98202925 
17.1579    0.00423461   -3.98202925 
17.1957    0.00149114   -3.98618336 
17.1957    0.00149114   -3.98618336 
17.3411    0.00389919   -3.99646519 
17.3411    0.00389919   -3.99646519 
17.3465    0.00055856   -3.99833794 
17.3465    0.00055856   -3.99833794 
17.4593    0.00340031   -4.00584343 
17.4593    0.00340031   -4.00584343 
17.5009    0.00076287   -4.01020354 
17.5009    0.00076287   -4.01020354 
17.5022    0.00405857   -4.00887282 
17.5022    0.00405857   -4.00887282 
17.5214    0.00249590   -4.01102940 
17.5214    0.00249590   -4.01102940 
17.5371    0.00124370   -4.01278672 
17.5371    0.00124370   -4.01278672 
17.8266    0.00344481   -4.03399616 
17.8266    0.00344481   -4.03399616 
17.8334    0.00396542   -4.03427992 
17.8334    0.00396542   -4.03427992 
17.8597    0.00345694   -4.03650552 
17.8597    0.00345694   -4.03650552 
17.8671    0.00320177   -4.03718016 
17.8671    0.00320177   -4.03718016 
17.9115    0.00361553   -4.04036489 
17.9115    0.00361553   -4.04036489 
17.9439    0.00379788   -4.04274083 
17.9439    0.00379788   -4.04274083 
17.9526    0.00102983   -4.04461076 
17.9526    0.00102983   -4.04461076 
18.0038    0.00393012   -4.04721949 
18.0038    0.00393012   -4.04721949 
18.0280    0.00223230   -4.04977986 
18.0280    0.00223230   -4.04977986 
18.0321    0.00290564   -4.04979666 
18.0321    0.00290564   -4.04979666 
18.0622    0.00245566   -4.05226731 
18.0622    0.00245566   -4.05226731 
18.0737    0.00199435   -4.05333296 
18.0737    0.00199435   -4.05333296 
18.1198    0.00370358   -4.05605793 
18.1198    0.00370358   -4.05605793 
18.1203    0.00062992   -4.05743253 
18.1203    0.00062992   -4.05743253 
18.1761    0.00265352   -4.06074022 
18.1761    0.00265352   -4.06074022 
18.1989    0.00175209   -4.06284231 
18.1989    0.00175209   -4.06284231 
18.3181    0.00257905   -4.07139270 
18.3181    0.00257905   -4.07139270 
18.3303    0.00346151   -4.07191680 
18.3303    0.00346151   -4.07191680 
18.3680    0.00281728   -4.07500833 
18.3680    0.00281728   -4.07500833 
18.4019    0.00151659   -4.07809114 
18.4019    0.00151659   -4.07809114 
18.4373    0.00085086   -4.08100834 
18.4373    0.00085086   -4.08100834 
18.4476    0.00370746   -4.08052671 
18.4476    0.00370746   -4.08052671 
18.6048    0.00366035   -4.09217610 
18.6048    0.00366035   -4.09217610 
18.6125    0.00373531   -4.09270630 
18.6125    0.00373531   -4.09270630 
18.6357    0.00294161   -4.09476123 
18.6357    0.00294161   -4.09476123 
18.6802    0.00129612   -4.09874745 
18.6802    0.00129612   -4.09874745 
18.8658    0.00342107   -4.11141441 
18.8658    0.00342107   -4.11141441 
18.8884    0.00363560   -4.11296806 
18.8884    0.00363560   -4.11296806 
18.9396    0.00308337   -4.11693556 
18.9396    0.00308337   -4.11693556 
18.9758    0.00302366   -4.11959126 
18.9758    0.00302366   -4.11959126 
18.9840    0.00325070   -4.12008516 
18.9840    0.00325070   -4.12008516 
18.9857    0.00070634   -4.12131999 
18.9857    0.00070634   -4.12131999 
19.0133    0.00286172   -4.12237829 
19.0133    0.00286172   -4.12237829 
19.0304    0.00109728   -4.12438811 
19.0304    0.00109728   -4.12438811 
19.1455    0.00335334   -4.13172760 
19.1455    0.00335334   -4.13172760 
19.2035    0.00260099   -4.13623462 
19.2035    0.00260099   -4.13623462 
19.3180    0.00349805   -4.14406926 
19.3180    0.00349805   -4.14406926 
19.3846    0.00306383   -4.14902123 
19.3846    0.00306383   -4.14902123 
19.4212    0.00338764   -4.15149629 
19.4212    0.00338764   -4.15149629 
19.4224    0.00210213   -4.15213995 
19.4224    0.00210213   -4.15213995 
19.4253    0.00191097   -4.15242935 
19.4253    0.00191097   -4.15242935 
19.4347    0.00350091   -4.15241049 
19.4347    0.00350091   -4.15241049 
19.4487    0.00092391   -4.15452714 
19.4487    0.00092391   -4.15452714 
19.4609    0.00334380   -4.15434624 
19.4609    0.00334380   -4.15434624 
19.4938    0.00227781   -4.15714792 
19.4938    0.00227781   -4.15714792 
19.5024    0.00171197   -4.15800865 
19.5024    0.00171197   -4.15800865 
19.6385    0.00243056   -4.16735564 
19.6385    0.00243056   -4.16735564 
19.6528    0.00151247   -4.16876587 
19.6528    0.00151247   -4.16876587 
19.8065    0.00335691   -4.17879726 
19.8065    0.00335691   -4.17879726 
19.8551    0.00255558   -4.18256691 
19.8551    0.00255558   -4.18256691 
19.8578    0.00306555   -4.18253317 
19.8578    0.00306555   -4.18253317 
19.8749    0.00132027   -4.18449218 
19.8749    0.00132027   -4.18449218 
19.9308    0.00077651   -4.18864393 
19.9308    0.00077651   -4.18864393 
20.0629    0.00277554   -4.19699379 
