r          d               f
16.0192    0.01270715   -3.50662727 
16.0192    0.01270715   -3.50662727 
16.0684    0.00407472   -3.51799498 
16.0684    0.00407472   -3.51799498 
16.1269    0.00589065   -3.52358857 
16.1269    0.00589065   -3.52358857 
16.1614    0.02595679   -3.51244655 
16.1614    0.02595679   -3.51244655 
16.2540    0.01636887   -3.52426494 
16.2540    0.01636887   -3.52426494 
16.2584    0.02049912   -3.52279942 
16.2584    0.02049912   -3.52279942 
16.2673    0.00386048   -3.53083796 
16.2673    0.00386048   -3.53083796 
16.4290    0.02803823   -3.53330062 
16.4290    0.02803823   -3.53330062 
16.5315    0.00061265   -3.55365107 
16.5315    0.00061265   -3.55365107 
16.5869    0.00238790   -3.55941300 
16.5869    0.00238790   -3.55941300 
16.7358    0.01924177   -3.56185801 
16.7358    0.01924177   -3.56185801 
16.7573    0.00048661   -3.57180247 
16.7573    0.00048661   -3.57180247 
16.7616    0.00423211   -3.57051508 
16.7616    0.00423211   -3.57051508 
16.9252    0.00427478   -3.58719695 
16.9252    0.00427478   -3.58719695 
17.0085    0.01534599   -3.58520641 
17.0085    0.01534599   -3.58520641 
17.2526    0.02497268   -3.60008316 
17.2526    0.02497268   -3.60008316 
17.2660    0.00778667   -3.60871462 
17.2660    0.00778667   -3.60871462 
17.4356    0.02081580   -3.61614237 
17.4356    0.02081580   -3.61614237 
17.4389    0.02337695   -3.61526097 
17.4389    0.02337695   -3.61526097 
17.5000    0.02491749   -3.61929560 
17.5000    0.02491749   -3.61929560 
17.6782    0.02040073   -3.63500184 
17.6782    0.02040073   -3.63500184 
17.8584    0.02477445   -3.64680512 
17.8584    0.02477445   -3.64680512 
17.9792    0.00845630   -3.66316473 
17.9792    0.00845630   -3.66316473 
18.0216    0.01070118   -3.66538876 
18.0216    0.01070118   -3.66538876 
18.0720    0.01163180   -3.66877616 
18.0720    0.01163180   -3.66877616 
18.1087    0.00522105   -3.67434454 
18.1087    0.00522105   -3.67434454 
18.2061    0.01660696   -3.67665817 
18.2061    0.01660696   -3.67665817 
18.3285    0.02117914   -3.68377795 
18.3285    0.02117914   -3.68377795 
18.3670    0.00098565   -3.69637212 
18.3670    0.00098565   -3.69637212 
18.3837    0.01434074   -3.69091580 
18.3837    0.01434074   -3.69091580 
18.4120    0.00152911   -3.69862262 
18.4120    0.00152911   -3.69862262 
18.4969    0.02316688   -3.69540390 
18.4969    0.02316688   -3.69540390 
18.7124    0.00432963   -3.71958345 
18.7124    0.00432963   -3.71958345 
18.9036    0.01629488   -3.72830906 
18.9036    0.01629488   -3.72830906 
18.9985    0.01269248   -3.73679349 
18.9985    0.01269248   -3.73679349 
19.1783    0.02109835   -3.74608028 
19.1783    0.02109835   -3.74608028 
19.2406    0.01939280   -3.75132032 
19.2406    0.01939280   -3.75132032 
19.2564    0.00698826   -3.75791065 
19.2564    0.00698826   -3.75791065 
19.3877    0.02061820   -3.76131884 
19.3877    0.02061820   -3.76131884 
19.3895    0.02163923   -3.76098985 
19.3895    0.02163923   -3.76098985 
19.5738    0.01679971   -3.77625777 
19.5738    0.01679971   -3.77625777 
19.6150    0.01738969   -3.77891895 
19.6150    0.01738969   -3.77891895 
19.8654    0.02101293   -3.79496439 
19.8654    0.02101293   -3.79496439 
19.9885    0.00836955   -3.80915079 
19.9885    0.00836955   -3.80915079 
20.0240    0.00917090   -3.81128215
