r           d           f
17.94      0.0009     -3.38904544
23.62      0.0027     -3.72844567
21.45      0.0020     -3.60632950
28.51      0.0032     -3.97461758
25.99      0.0031     -3.85219504
33.83      0.0031     -4.20966955
34.35      0.0033     -4.23086749
31.13      0.0032     -4.09405629
36.09      0.0028     -4.30096926
30.75      0.0029     -4.07746140
37.18      0.0031     -4.34327658
36.60      0.0029     -4.32110341
33.38      0.0029     -4.19094281
25.81      0.0026     -3.84333211
28.22      0.0029     -3.96117526
38.48      0.0032     -4.39305040
37.80      0.0031     -4.36731671
21.56      0.0012     -3.61310308
23.58      0.0021     -3.72611720
39.99      0.0033     -4.44891711
39.21      0.0032     -4.42030615
18.45      0.0015     -3.42339455
19.82      0.0001     -3.50971456
41.68      0.0032     -4.50957218
40.81      0.0033     -4.47872303
17.14      0.0028     -3.33609323
17.54      0.0027     -3.36288202
43.52      0.0032     -4.57384047
42.58      0.0032     -4.54132208
18.02      0.0002     -3.39430228
17.31      0.0017     -3.34712184
45.50      0.0030     -4.64070532
44.49      0.0031     -4.60700540
20.81      0.0035     -3.56844541
19.22      0.0021     -3.47100103
47.60      0.0029     -4.70931443
46.54      0.0030     -4.67483884
24.88      0.0047     -3.79460598
22.73      0.0044     -3.67842360
49.81      0.0027     -4.77897130
48.70      0.0028     -4.74404981
29.71      0.0046     -4.02992388
27.23      0.0047     -3.91267550
34.98      0.0040     -4.25633886
32.30      0.0043     -4.14476468
40.53      0.0034     -4.46832991
37.73      0.0037     -4.36423902
46.24      0.0029     -4.66527049
43.37      0.0031     -4.56863574
49.15      0.0027     -4.75839566
49.81      0.0027     -4.77897130
47.60      0.0029     -4.70931443
48.70      0.0028     -4.74404981
45.50      0.0030     -4.64070532
46.54      0.0030     -4.67483884
43.52      0.0032     -4.57384047
44.49      0.0031     -4.60700540
41.68      0.0032     -4.50957218
42.58      0.0032     -4.54132208
39.99      0.0033     -4.44891711
40.81      0.0033     -4.47872303
38.48      0.0032     -4.39305040
39.21      0.0032     -4.42030615
37.18      0.0031     -4.34327658
37.80      0.0031     -4.36731671
46.24      0.0029     -4.66527049
49.15      0.0027     -4.75839566
40.53      0.0034     -4.46832991
43.37      0.0031     -4.56863574
34.98      0.0040     -4.25633886
37.73      0.0037     -4.36423902
29.71      0.0046     -4.02992388
32.30      0.0043     -4.14476468
24.88      0.0047     -3.79460598
27.23      0.0047     -3.91267550
20.81      0.0035     -3.56844541
22.73      0.0044     -3.67842360
18.02      0.0002     -3.39430228
19.22      0.0021     -3.47100103
17.14      0.0028     -3.33609323
17.31      0.0017     -3.34712184
18.45      0.0015     -3.42339455
17.54      0.0027     -3.36288202
21.56      0.0012     -3.61310308
19.82      0.0001     -3.50971456
25.81      0.0026     -3.84333211
23.58      0.0021     -3.72611720
30.75      0.0029     -4.07746140
28.22      0.0029     -3.96117526
36.09      0.0028     -4.30096926
36.60      0.0029     -4.32110341
33.38      0.0029     -4.19094281
38.34      0.0026     -4.38807192
33.00      0.0027     -4.17487500
39.42      0.0028     -4.42828624
38.86      0.0027     -4.40725819
35.63      0.0026     -4.28304110
28.01      0.0025     -3.95163181
30.45      0.0026     -4.06408533
40.71      0.0029     -4.47528453
40.04      0.0029     -4.45101063
23.63      0.0014     -3.72934358
25.73      0.0021     -3.83916359
42.19      0.0030     -4.52790152
41.43      0.0029     -4.50096231
20.24      0.0008     -3.53544729
21.78      0.0005     -3.62621422
43.84      0.0030     -4.58502032
43.00      0.0030     -4.55596461
18.39      0.0026     -3.41968040
19.08      0.0019     -3.46413437
45.65      0.0029     -4.64562125
44.73      0.0029     -4.61494462
18.56      0.0011     -3.42996284
18.21      0.0023     -3.40772409
47.59      0.0028     -4.70880757
46.60      0.0029     -4.67694217
20.69      0.0022     -3.56158531
19.40      0.0006     -3.48339134
49.64      0.0027     -4.77381392
48.60      0.0028     -4.74112600
24.28      0.0040     -3.76290454
22.34      0.0034     -3.65701394
28.78      0.0043     -3.98688687
26.44      0.0043     -3.87406090
33.83      0.0040     -4.20920065
31.25      0.0042     -4.09906774
39.22      0.0034     -4.42053299
36.49      0.0037     -4.31649077
44.83      0.0030     -4.61837404
42.00      0.0032     -4.52116541
47.69      0.0027     -4.71223231
49.64      0.0027     -4.77381392
47.59      0.0028     -4.70880757
48.60      0.0028     -4.74112600
45.65      0.0029     -4.64562125
46.60      0.0029     -4.67694217
43.84      0.0030     -4.58502032
44.73      0.0029     -4.61494462
42.19      0.0030     -4.52790152
43.00      0.0030     -4.55596461
40.71      0.0029     -4.47528453
41.43      0.0029     -4.50096231
39.42      0.0028     -4.42828624
40.04      0.0029     -4.45101063
44.83      0.0030     -4.61837404
47.69      0.0027     -4.71223231
39.22      0.0034     -4.42053299
42.00      0.0032     -4.52116541
33.83      0.0040     -4.20920065
36.49      0.0037     -4.31649077
28.78      0.0043     -3.98688687
31.25      0.0042     -4.09906774
24.28      0.0040     -3.76290454
26.44      0.0043     -3.87406090
20.69      0.0022     -3.56158531
22.34      0.0034     -3.65701394
18.56      0.0011     -3.42996284
19.40      0.0006     -3.48339134
18.39      0.0026     -3.41968040
18.21      0.0023     -3.40772409
20.24      0.0008     -3.53544729
19.08      0.0019     -3.46413437
23.63      0.0014     -3.72934358
21.78      0.0005     -3.62621422
28.01      0.0025     -3.95163181
25.73      0.0021     -3.83916359
33.00      0.0027     -4.17487500
30.45      0.0026     -4.06408533
38.34      0.0026     -4.38807192
38.86      0.0027     -4.40725819
35.63      0.0026     -4.28304110
40.60      0.0024     -4.47140229
35.24      0.0025     -4.26747672
41.67      0.0025     -4.50974676
41.11      0.0025     -4.48973807
37.89      0.0024     -4.37086858
30.22      0.0023     -4.05409879
32.68      0.0024     -4.16163618
42.95      0.0027     -4.55428508
42.29      0.0026     -4.53130422
25.73      0.0015     -3.83976372
27.90      0.0020     -3.94613372
44.40      0.0027     -4.60401991
43.65      0.0027     -4.57856449
22.11      0.0002     -3.64531593
23.79      0.0008     -3.73804577
46.02      0.0027     -4.65798804
45.19      0.0027     -4.63053248
19.81      0.0021     -3.51012943
20.76      0.0012     -3.56720625
47.79      0.0027     -4.71529974
46.89      0.0027     -4.68627794
19.34      0.0018     -3.48045777
19.33      0.0023     -3.48000226
49.69      0.0026     -4.77516166
48.72      0.0026     -4.74495739
20.81      0.0009     -3.56934697
19.85      0.0005     -3.51146858
23.87      0.0032     -3.74137869
22.17      0.0023     -3.64812956
28.00      0.0039     -3.95006705
25.83      0.0037     -3.84346323
32.79      0.0038     -4.16574839
30.33      0.0040     -4.05816065
38.01      0.0035     -4.37493326
35.36      0.0037     -4.27158396
43.49      0.0030     -4.57280399
40.72      0.0032     -4.47539973
49.15      0.0026     -4.75833848
46.30      0.0028     -4.66710322
49.69      0.0026     -4.77516166
47.79      0.0027     -4.71529974
48.72      0.0026     -4.74495739
46.02      0.0027     -4.65798804
46.89      0.0027     -4.68627794
44.40      0.0027     -4.60401991
45.19      0.0027     -4.63053248
42.95      0.0027     -4.55428508
43.65      0.0027     -4.57856449
41.67      0.0025     -4.50974676
42.29      0.0026     -4.53130422
49.15      0.0026     -4.75833848
43.49      0.0030     -4.57280399
46.30      0.0028     -4.66710322
38.01      0.0035     -4.37493326
40.72      0.0032     -4.47539973
32.79      0.0038     -4.16574839
35.36      0.0037     -4.27158396
28.00      0.0039     -3.95006705
30.33      0.0040     -4.05816065
23.87      0.0032     -3.74137869
25.83      0.0037     -3.84346323
20.81      0.0009     -3.56934697
22.17      0.0023     -3.64812956
19.34      0.0018     -3.48045777
19.85      0.0005     -3.51146858
19.81      0.0021     -3.51012943
19.33      0.0023     -3.48000226
22.11      0.0002     -3.64531593
20.76      0.0012     -3.56720625
25.73      0.0015     -3.83976372
23.79      0.0008     -3.73804577
30.22      0.0023     -4.05409879
27.90      0.0020     -3.94613372
35.24      0.0025     -4.26747672
32.68      0.0024     -4.16163618
40.60      0.0024     -4.47140229
41.11      0.0025     -4.48973807
37.89      0.0024     -4.37086858
42.85      0.0022     -4.55132132
37.49      0.0023     -4.35578223
43.92      0.0023     -4.58798415
43.36      0.0023     -4.56888917
40.14      0.0022     -4.45486001
32.44      0.0022     -4.15137288
34.92      0.0023     -4.25442032
45.18      0.0024     -4.63032704
44.53      0.0024     -4.60849946
27.86      0.0016     -3.94476605
30.08      0.0020     -4.04763362
46.61      0.0025     -4.67748960
45.88      0.0025     -4.65335913
24.04      0.0003     -3.75202678
25.84      0.0010     -3.84511662
48.20      0.0025     -4.72863529
47.39      0.0025     -4.70261490
21.38      0.0015     -3.60418445
22.54      0.0006     -3.66993626
49.94      0.0025     -4.78298391
49.05      0.0025     -4.75545516
20.35      0.0020     -3.54270787
20.64      0.0021     -3.56029337
21.17      0.0001     -3.59123082
20.53      0.0013     -3.55341689
23.67      0.0023     -3.73095162
22.24      0.0012     -3.65221013
27.38      0.0034     -3.92049612
25.40      0.0030     -3.82195368
31.88      0.0037     -4.12675377
29.55      0.0036     -4.02295533
36.89      0.0034     -4.33205418
34.34      0.0036     -4.23015740
42.22      0.0030     -4.52891031
39.52      0.0032     -4.43176648
47.77      0.0026     -4.71485803
44.98      0.0028     -4.62329565
49.94      0.0025     -4.78298391
48.20      0.0025     -4.72863529
49.05      0.0025     -4.75545516
46.61      0.0025     -4.67748960
47.39      0.0025     -4.70261490
45.18      0.0024     -4.63032704
45.88      0.0025     -4.65335913
43.92      0.0023     -4.58798415
44.53      0.0024     -4.60849946
47.77      0.0026     -4.71485803
42.22      0.0030     -4.52891031
44.98      0.0028     -4.62329565
36.89      0.0034     -4.33205418
39.52      0.0032     -4.43176648
31.88      0.0037     -4.12675377
34.34      0.0036     -4.23015740
27.38      0.0034     -3.92049612
29.55      0.0036     -4.02295533
23.67      0.0023     -3.73095162
25.40      0.0030     -3.82195368
21.17      0.0001     -3.59123082
22.24      0.0012     -3.65221013
20.35      0.0020     -3.54270787
20.53      0.0013     -3.55341689
21.38      0.0015     -3.60418445
20.64      0.0021     -3.56029337
24.04      0.0003     -3.75202678
22.54      0.0006     -3.66993626
27.86      0.0016     -3.94476605
25.84      0.0010     -3.84511662
32.44      0.0022     -4.15137288
30.08      0.0020     -4.04763362
37.49      0.0023     -4.35578223
34.92      0.0023     -4.25442032
42.85      0.0022     -4.55132132
43.36      0.0023     -4.56888917
40.14      0.0022     -4.45486001
45.11      0.0020     -4.62813835
39.74      0.0021     -4.44022600
46.17      0.0021     -4.66327991
45.62      0.0021     -4.64500894
42.40      0.0021     -4.53538451
34.66      0.0020     -4.24399822
37.16      0.0021     -4.34293611
47.42      0.0022     -4.70365131
46.77      0.0022     -4.68285861
30.01      0.0016     -4.04477654
32.27      0.0019     -4.14420249
48.83      0.0023     -4.74850486
48.10      0.0023     -4.72556423
26.03      0.0006     -3.85511751
27.92      0.0012     -3.94754778
49.59      0.0023     -4.77238251
23.07      0.0010     -3.69951608
24.39      0.0002     -3.77098681
21.54      0.0019     -3.61363956
22.10      0.0016     -3.64555571
21.76      0.0009     -3.62596851
21.43      0.0017     -3.60687133
23.68      0.0013     -3.73208363
22.53      0.0002     -3.66901459
26.93      0.0028     -3.89909638
25.17      0.0022     -3.81034787
31.11      0.0034     -4.09300930
28.93      0.0032     -3.99434060
35.88      0.0033     -4.29246435
33.43      0.0034     -4.19288956
41.04      0.0030     -4.48708263
38.42      0.0032     -4.39073718
46.47      0.0027     -4.67268847
43.73      0.0028     -4.58113163
49.25      0.0025     -4.76167265
48.83      0.0023     -4.74850486
49.59      0.0023     -4.77238251
47.42      0.0022     -4.70365131
48.10      0.0023     -4.72556423
46.17      0.0021     -4.66327991
46.77      0.0022     -4.68285861
46.47      0.0027     -4.67268847
49.25      0.0025     -4.76167265
41.04      0.0030     -4.48708263
43.73      0.0028     -4.58113163
35.88      0.0033     -4.29246435
38.42      0.0032     -4.39073718
31.11      0.0034     -4.09300930
33.43      0.0034     -4.19288956
26.93      0.0028     -3.89909638
28.93      0.0032     -3.99434060
23.68      0.0013     -3.73208363
25.17      0.0022     -3.81034787
21.76      0.0009     -3.62596851
22.53      0.0002     -3.66901459
21.54      0.0019     -3.61363956
21.43      0.0017     -3.60687133
23.07      0.0010     -3.69951608
22.10      0.0016     -3.64555571
26.03      0.0006     -3.85511751
24.39      0.0002     -3.77098681
30.01      0.0016     -4.04477654
27.92      0.0012     -3.94754778
34.66      0.0020     -4.24399822
32.27      0.0019     -4.14420249
39.74      0.0021     -4.44022600
37.16      0.0021     -4.34293611
45.11      0.0020     -4.62813835
45.62      0.0021     -4.64500894
42.40      0.0021     -4.53538451
47.37      0.0019     -4.70212074
41.99      0.0020     -4.52117780
48.43      0.0020     -4.73587887
47.87      0.0019     -4.71835513
44.65      0.0019     -4.61275830
36.88      0.0019     -4.33243986
39.40      0.0020     -4.42760655
49.66      0.0021     -4.77446995
49.02      0.0020     -4.75461116
32.17      0.0016     -4.14020888
34.47      0.0018     -4.23631474
28.06      0.0008     -3.95443091
30.02      0.0013     -4.04556511
24.84      0.0005     -3.79454484
26.31      0.0002     -3.86958007
22.90      0.0017     -3.69052088
23.68      0.0012     -3.73344774
22.56      0.0013     -3.67176206
22.52      0.0017     -3.66930716
23.91      0.0005     -3.74470226
23.04      0.0005     -3.69766892
26.67      0.0022     -3.88658989
25.14      0.0014     -3.80910267
30.48      0.0030     -4.06528649
28.47      0.0027     -3.97311657
34.98      0.0031     -4.25676359
32.66      0.0031     -4.16047385
39.96      0.0030     -4.44774697
37.42      0.0031     -4.35282008
45.24      0.0027     -4.63212640
42.57      0.0028     -4.54096673
47.97      0.0025     -4.72102835
49.66      0.0021     -4.77446995
48.43      0.0020     -4.73587887
49.02      0.0020     -4.75461116
45.24      0.0027     -4.63212640
47.97      0.0025     -4.72102835
39.96      0.0030     -4.44774697
42.57      0.0028     -4.54096673
34.98      0.0031     -4.25676359
37.42      0.0031     -4.35282008
30.48      0.0030     -4.06528649
32.66      0.0031     -4.16047385
26.67      0.0022     -3.88658989
28.47      0.0027     -3.97311657
23.91      0.0005     -3.74470226
25.14      0.0014     -3.80910267
22.56      0.0013     -3.67176206
23.04      0.0005     -3.69766892
22.90      0.0017     -3.69052088
22.52      0.0017     -3.66930716
24.84      0.0005     -3.79454484
23.68      0.0012     -3.73344774
28.06      0.0008     -3.95443091
26.31      0.0002     -3.86958007
32.17      0.0016     -4.14020888
30.02      0.0013     -4.04556511
36.88      0.0019     -4.33243986
34.47      0.0018     -4.23631474
41.99      0.0020     -4.52117780
39.40      0.0020     -4.42760655
47.37      0.0019     -4.70212074
47.87      0.0019     -4.71835513
44.65      0.0019     -4.61275830
49.62      0.0017     -4.77350141
44.24      0.0018     -4.59895499
46.90      0.0018     -4.68725459
39.11      0.0018     -4.41709734
41.64      0.0018     -4.50879360
34.35      0.0015     -4.23144869
36.67      0.0017     -4.32438606
30.12      0.0009     -4.04998609
32.15      0.0013     -4.13943881
26.69      0.0002     -3.88824800
28.28      0.0004     -3.96530340
24.39      0.0013     -3.77111033
25.37      0.0008     -3.82226305
23.56      0.0015     -3.72656856
23.77      0.0016     -3.73833967
24.34      0.0002     -3.76821692
23.75      0.0010     -3.73681710
26.60      0.0015     -3.88341705
25.31      0.0007     -3.81825455
30.01      0.0025     -4.04428419
28.19      0.0021     -3.95992409
34.22      0.0029     -4.22556214
32.03      0.0028     -4.13358449
38.97      0.0029     -4.41135942
36.54      0.0029     -4.31854802
44.09      0.0027     -4.59349714
41.49      0.0028     -4.50318705
49.47      0.0024     -4.76835928
46.75      0.0025     -4.68195357
49.47      0.0024     -4.76835928
44.09      0.0027     -4.59349714
46.75      0.0025     -4.68195357
38.97      0.0029     -4.41135942
41.49      0.0028     -4.50318705
34.22      0.0029     -4.22556214
36.54      0.0029     -4.31854802
30.01      0.0025     -4.04428419
32.03      0.0028     -4.13358449
26.60      0.0015     -3.88341705
28.19      0.0021     -3.95992409
24.34      0.0002     -3.76821692
25.31      0.0007     -3.81825455
23.56      0.0015     -3.72656856
23.75      0.0010     -3.73681710
24.39      0.0013     -3.77111033
23.77      0.0016     -3.73833967
26.69      0.0002     -3.88824800
25.37      0.0008     -3.82226305
30.12      0.0009     -4.04998609
28.28      0.0004     -3.96530340
34.35      0.0015     -4.23144869
32.15      0.0013     -4.13943881
39.11      0.0018     -4.41709734
36.67      0.0017     -4.32438606
44.24      0.0018     -4.59895499
41.64      0.0018     -4.50879360
49.62      0.0017     -4.77350141
46.90      0.0018     -4.68725459
46.49      0.0017     -4.67383211
49.16      0.0017     -4.75911117
41.34      0.0017     -4.49831570
43.88      0.0017     -4.58680925
36.53      0.0015     -4.31884762
38.88      0.0016     -4.40878054
32.20      0.0010     -4.14189997
34.29      0.0013     -4.22945041
28.59      0.0001     -3.97999548
30.29      0.0006     -4.05797611
25.99      0.0010     -3.85367190
27.14      0.0005     -3.91081033
24.71      0.0015     -3.78834966
25.17      0.0014     -3.81189855
24.97      0.0007     -3.80161206
24.65      0.0013     -3.78482402
26.72      0.0008     -3.88968353
25.68      0.0000     -3.83741648
29.70      0.0020     -4.03057306
28.08      0.0015     -3.95518045
33.58      0.0026     -4.19945298
31.55      0.0024     -4.11283563
38.09      0.0027     -4.37839539
35.77      0.0027     -4.28846104
43.03      0.0026     -4.55715150
40.51      0.0027     -4.46820326
48.27      0.0024     -4.73066821
45.62      0.0025     -4.64474630
48.27      0.0024     -4.73066821
43.03      0.0026     -4.55715150
45.62      0.0025     -4.64474630
38.09      0.0027     -4.37839539
40.51      0.0027     -4.46820326
33.58      0.0026     -4.19945298
35.77      0.0027     -4.28846104
29.70      0.0020     -4.03057306
31.55      0.0024     -4.11283563
26.72      0.0008     -3.88968353
28.08      0.0015     -3.95518045
24.97      0.0007     -3.80161206
25.68      0.0000     -3.83741648
24.71      0.0015     -3.78834966
24.65      0.0013     -3.78482402
25.99      0.0010     -3.85367190
25.17      0.0014     -3.81189855
28.59      0.0001     -3.97999548
27.14      0.0005     -3.91081033
32.20      0.0010     -4.14189997
30.29      0.0006     -4.05797611
36.53      0.0015     -4.31884762
34.29      0.0013     -4.22945041
41.34      0.0017     -4.49831570
38.88      0.0016     -4.40878054
46.49      0.0017     -4.67383211
43.88      0.0017     -4.58680925
49.16      0.0017     -4.75911117
48.74      0.0016     -4.74604836
43.57      0.0016     -4.57639494
46.13      0.0016     -4.66192447
38.72      0.0014     -4.40272308
41.10      0.0015     -4.48981741
34.31      0.0010     -4.23034013
36.45      0.0013     -4.31587540
30.54      0.0003     -4.06942488
32.33      0.0007     -4.14756091
27.68      0.0007     -3.93691784
28.98      0.0002     -3.99828850
26.02      0.0014     -3.85524335
26.68      0.0011     -3.88829216
25.79      0.0010     -3.84358938
25.71      0.0013     -3.83997390
27.03      0.0002     -3.90514814
26.23      0.0005     -3.86583335
29.56      0.0015     -4.02454408
28.16      0.0009     -3.95903387
33.09      0.0023     -4.17897890
31.22      0.0020     -4.09873716
37.33      0.0026     -4.34933523
35.13      0.0025     -4.26308362
42.06      0.0025     -4.52346046
39.64      0.0026     -4.43644142
47.14      0.0024     -4.69478101
44.57      0.0025     -4.60972617
49.78      0.0023     -4.77832208
47.14      0.0024     -4.69478101
49.78      0.0023     -4.77832208
42.06      0.0025     -4.52346046
44.57      0.0025     -4.60972617
37.33      0.0026     -4.34933523
39.64      0.0026     -4.43644142
33.09      0.0023     -4.17897890
35.13      0.0025     -4.26308362
29.56      0.0015     -4.02454408
31.22      0.0020     -4.09873716
27.03      0.0002     -3.90514814
28.16      0.0009     -3.95903387
25.79      0.0010     -3.84358938
26.23      0.0005     -3.86583335
26.02      0.0014     -3.85524335
25.71      0.0013     -3.83997390
27.68      0.0007     -3.93691784
26.68      0.0011     -3.88829216
30.54      0.0003     -4.06942488
28.98      0.0002     -3.99828850
34.31      0.0010     -4.23034013
32.33      0.0007     -4.14756091
38.72      0.0014     -4.40272308
36.45      0.0013     -4.31587540
43.57      0.0016     -4.57639494
41.10      0.0015     -4.48981741
48.74      0.0016     -4.74604836
46.13      0.0016     -4.66192447
45.81      0.0015     -4.65159702
48.37      0.0015     -4.73437596
40.92      0.0014     -4.48335978
43.32      0.0015     -4.56777746
36.44      0.0011     -4.31549663
38.62      0.0013     -4.39897457
32.54      0.0005     -4.15635217
34.40      0.0008     -4.23410707
29.45      0.0004     -4.01992587
30.87      0.0000     -4.08418043
27.44      0.0011     -3.92565398
28.29      0.0008     -3.96619951
26.77      0.0012     -3.89272117
26.93      0.0013     -3.90062564
27.52      0.0002     -3.92925464
26.97      0.0008     -3.90248084
29.60      0.0010     -4.02637037
28.41      0.0004     -3.97134772
32.75      0.0019     -4.16459688
31.06      0.0015     -4.09165303
36.69      0.0023     -4.32464528
34.63      0.0022     -4.24289791
41.20      0.0024     -4.49280746
38.88      0.0024     -4.40833075
46.11      0.0023     -4.66098956
43.61      0.0024     -4.57722955
48.68      0.0022     -4.74366323
46.11      0.0023     -4.66098956
48.68      0.0022     -4.74366323
41.20      0.0024     -4.49280746
43.61      0.0024     -4.57722955
36.69      0.0023     -4.32464528
38.88      0.0024     -4.40833075
32.75      0.0019     -4.16459688
34.63      0.0022     -4.24289791
29.60      0.0010     -4.02637037
31.06      0.0015     -4.09165303
27.52      0.0002     -3.92925464
28.41      0.0004     -3.97134772
26.77      0.0012     -3.89272117
26.97      0.0008     -3.90248084
27.44      0.0011     -3.92565398
26.93      0.0013     -3.90062564
29.45      0.0004     -4.01992587
28.29      0.0008     -3.96619951
32.54      0.0005     -4.15635217
30.87      0.0000     -4.08418043
36.44      0.0011     -4.31549663
34.40      0.0008     -4.23410707
40.92      0.0014     -4.48335978
38.62      0.0013     -4.39897457
45.81      0.0015     -4.65159702
43.32      0.0015     -4.56777746
48.37      0.0015     -4.73437596
48.05      0.0014     -4.72415210
43.12      0.0013     -4.56101246
45.55      0.0014     -4.64290837
38.58      0.0011     -4.39756578
40.80      0.0012     -4.47899007
34.56      0.0006     -4.24070999
36.49      0.0009     -4.31771397
31.28      0.0002     -4.10205585
32.81      0.0002     -4.16816963
28.97      0.0009     -3.99827734
29.99      0.0006     -4.04462444
27.90      0.0012     -3.94758294
28.27      0.0011     -3.96531078
28.19      0.0006     -3.96119883
27.87      0.0010     -3.94618091
29.81      0.0005     -4.03598994
28.84      0.0001     -3.99171691
32.55      0.0015     -4.15664452
31.05      0.0010     -4.09176933
36.18      0.0021     -4.30475591
34.27      0.0018     -4.22831497
40.44      0.0023     -4.46557762
38.24      0.0022     -4.38428782
45.16      0.0022     -4.62959970
42.75      0.0023     -4.54760259
47.65      0.0022     -4.71101363
45.16      0.0022     -4.62959970
47.65      0.0022     -4.71101363
40.44      0.0023     -4.46557762
42.75      0.0023     -4.54760259
36.18      0.0021     -4.30475591
38.24      0.0022     -4.38428782
32.55      0.0015     -4.15664452
34.27      0.0018     -4.22831497
29.81      0.0005     -4.03598994
31.05      0.0010     -4.09176933
28.19      0.0006     -3.96119883
28.84      0.0001     -3.99171691
27.90      0.0012     -3.94758294
27.87      0.0010     -3.94618091
28.97      0.0009     -3.99827734
28.27      0.0011     -3.96531078
31.28      0.0002     -4.10205585
29.99      0.0006     -4.04462444
34.56      0.0006     -4.24070999
32.81      0.0002     -4.16816963
38.58      0.0011     -4.39756578
36.49      0.0009     -4.31771397
43.12      0.0013     -4.56101246
40.80      0.0012     -4.47899007
48.05      0.0014     -4.72415210
45.55      0.0014     -4.64290837
45.33      0.0013     -4.63590916
47.77      0.0013     -4.71542947
40.73      0.0011     -4.47674064
42.98      0.0012     -4.55614448
36.61      0.0007     -4.32250548
38.60      0.0009     -4.39850798
33.16      0.0000     -4.18287825
34.79      0.0004     -4.25007876
30.59      0.0007     -4.07208557
31.75      0.0004     -4.12283729
29.16      0.0011     -4.00684891
29.72      0.0010     -4.03277901
29.01      0.0008     -4.00001516
28.92      0.0010     -3.99571149
30.18      0.0001     -4.05311275
29.44      0.0004     -4.01951340
32.52      0.0011     -4.15531284
31.22      0.0006     -4.09907710
35.80      0.0018     -4.29003802
34.06      0.0015     -4.21964709
39.79      0.0021     -4.44214482
37.72      0.0020     -4.36469859
44.30      0.0022     -4.60092512
41.99      0.0021     -4.52119240
49.19      0.0021     -4.75986453
46.71      0.0021     -4.68065223
49.19      0.0021     -4.75986453
44.30      0.0022     -4.60092512
46.71      0.0021     -4.68065223
39.79      0.0021     -4.44214482
41.99      0.0021     -4.52119240
35.80      0.0018     -4.29003802
37.72      0.0020     -4.36469859
32.52      0.0011     -4.15531284
34.06      0.0015     -4.21964709
30.18      0.0001     -4.05311275
31.22      0.0006     -4.09907710
29.01      0.0008     -4.00001516
29.44      0.0004     -4.01951340
29.16      0.0011     -4.00684891
28.92      0.0010     -3.99571149
30.59      0.0007     -4.07208557
29.72      0.0010     -4.03277901
33.16      0.0000     -4.18287825
31.75      0.0004     -4.12283729
36.61      0.0007     -4.32250548
34.79      0.0004     -4.25007876
40.73      0.0011     -4.47674064
38.60      0.0009     -4.39850798
45.33      0.0013     -4.63590916
42.98      0.0012     -4.55614448
47.77      0.0013     -4.71542947
47.55      0.0012     -4.70825416
42.90      0.0010     -4.55320604
45.17      0.0012     -4.63064106
38.69      0.0007     -4.40179244
40.73      0.0009     -4.47662805
35.09      0.0002     -4.26211695
36.80      0.0005     -4.32982541
32.29      0.0005     -4.14629177
33.57      0.0002     -4.20031775
30.53      0.0010     -4.06934752
31.27      0.0008     -4.10200552
29.98      0.0009     -4.04466454
30.10      0.0010     -4.04989336
30.71      0.0002     -4.07725088
30.19      0.0006     -4.05394971
32.64      0.0007     -4.16063033
31.54      0.0002     -4.11337379
35.56      0.0014     -4.28078026
33.99      0.0011     -4.21708508
39.27      0.0019     -4.42285641
37.33      0.0017     -4.34989873
43.55      0.0020     -4.57527972
41.35      0.0020     -4.49833573
48.25      0.0020     -4.73046115
45.86      0.0020     -4.65286409
48.25      0.0020     -4.73046115
43.55      0.0020     -4.57527972
45.86      0.0020     -4.65286409
39.27      0.0019     -4.42285641
41.35      0.0020     -4.49833573
35.56      0.0014     -4.28078026
37.33      0.0017     -4.34989873
32.64      0.0007     -4.16063033
33.99      0.0011     -4.21708508
30.71      0.0002     -4.07725088
31.54      0.0002     -4.11337379
29.98      0.0009     -4.04466454
30.19      0.0006     -4.05394971
30.53      0.0010     -4.06934752
30.10      0.0010     -4.04989336
32.29      0.0005     -4.14629177
31.27      0.0008     -4.10200552
35.09      0.0002     -4.26211695
33.57      0.0002     -4.20031775
38.69      0.0007     -4.40179244
36.80      0.0005     -4.32982541
42.90      0.0010     -4.55320604
40.73      0.0009     -4.47662805
47.55      0.0012     -4.70825416
45.17      0.0012     -4.63064106
49.77      0.0012     -4.77823055
45.07      0.0010     -4.62713592
47.37      0.0011     -4.70266486
40.78      0.0007     -4.47865256
42.86      0.0009     -4.55221676
37.05      0.0003     -4.33960571
38.84      0.0005     -4.40739085
34.05      0.0003     -4.22030800
35.45      0.0000     -4.27670515
32.00      0.0008     -4.13408397
32.90      0.0006     -4.17217514
31.09      0.0009     -4.09411017
31.40      0.0010     -4.10764841
31.40      0.0005     -4.10776478
31.09      0.0008     -4.09414839
32.91      0.0003     -4.17246097
32.02      0.0001     -4.13428274
35.47      0.0011     -4.27716976
34.07      0.0007     -4.22068356
38.86      0.0016     -4.40801724
37.08      0.0014     -4.34015496
42.90      0.0019     -4.55296810
40.81      0.0018     -4.47934661
47.41      0.0019     -4.70350034
45.10      0.0019     -4.62793415
49.80      0.0019     -4.77909442
47.41      0.0019     -4.70350034
49.80      0.0019     -4.77909442
42.90      0.0019     -4.55296810
45.10      0.0019     -4.62793415
38.86      0.0016     -4.40801724
40.81      0.0018     -4.47934661
35.47      0.0011     -4.27716976
37.08      0.0014     -4.34015496
32.91      0.0003     -4.17246097
34.07      0.0007     -4.22068356
31.40      0.0005     -4.10776478
32.02      0.0001     -4.13428274
